Total Return,Share Ratio,Volatility,Max Drawdown,Win Rate,Final Equity,mean,std,skew,kurtosis,Turnover,Avg Gross Exposure,strategy
0.5604,0.6171,0.3273,-0.3453,0.541,1.5604,0.0008015200584627132,0.020620197908430837,-0.12148880304286115,4.963523513713862,1.0,0.9987,first logging
